Âðåìÿ, [ñ];Ug, [êÂ];Pg, [ÌÂò];Qg, [ÌÂàð];Fg, [Ãö];Uf, [Â];If, [À]
29.12;209.9956974;319.8236114;307.3882872;49.99991226;0.525068462;0.521496952
29.14;209.9949538;319.8174301;307.365643;49.99991226;0.526012897;0.521486759
29.16;209.9946078;319.8151414;307.3548752;49.99991608;0.526799798;0.521504998
29.18;209.9946078;319.8157943;307.3550931;49.99991989;0.52653569;0.521519244
29.2;209.994548;319.8155014;307.3539805;49.99991608;0.525541425;0.521516502
29.22;209.9942502;319.8128673;307.3455823;49.99991608;0.525714934;0.521500826
29.24;209.993976;319.8106864;307.3376136;49.99991608;0.52651906;0.521500945
29.26;209.9938721;319.8101747;307.3349462;49.99991608;0.526278853;0.521511137
29.28;209.9937363;319.8090908;307.3310692;49.99991608;0.525739908;0.521501839
29.3;209.9935473;319.8074615;307.325629;49.99991608;0.526311398;0.521500587
29.32;209.9933757;319.8061398;307.3209492;49.99991989;0.525903702;0.521501899
29.34;209.9931592;319.8043172;307.3145172;49.99991608;0.526091039;0.521493316
29.36;209.9931702;319.8046082;307.3133663;49.99990845;0.527107358;0.521505773
29.38;209.9936594;319.8094923;307.3266446;49.99991226;0.527612388;0.521536767
29.4;209.9943716;319.8158035;307.3478405;49.99992371;0.526778579;0.521553755
29.42;209.9949746;319.8204347;307.3655838;49.99992371;0.526615262;0.521552205
29.44;209.9953932;319.8233038;307.3773132;49.99991989;0.526407361;0.521548629
29.46;209.9956864;319.8254121;307.3855614;49.99991989;0.526478648;0.521546125
29.48;209.9959748;319.8275169;307.3931588;49.99991989;0.526667178;0.521548688
29.5;209.9963084;319.8300985;307.4019785;49.99991608;0.526422381;0.521553695
29.52;209.9966644;319.8329859;307.4121929;49.99992371;0.526692152;0.521555662
29.54;209.9966858;319.8327018;307.4149272;49.99993134;0.524751782;0.521545649
29.56;209.9960988;319.8270644;307.3997596;49.99991989;0.525071919;0.521506965
29.58;209.9953148;319.8201997;307.3763354;49.99991226;0.525718987;0.521488965
29.6;209.9948604;319.8169035;307.3620996;49.99991608;0.526503861;0.521503568
29.62;209.9947567;319.8167687;307.3593176;49.99991608;0.526545405;0.521516621
29.64;209.9946611;319.8162387;307.3570176;49.99991608;0.525749743;0.521515012
29.66;209.9944084;319.8141148;307.3498918;49.99991608;0.525975883;0.521502674
29.68;209.9941967;319.8124411;307.3437671;49.99991608;0.526284575;0.521508634
29.7;209.9940386;319.8113917;307.3396786;49.99991608;0.525994837;0.521509111
29.72;209.9938582;319.8099439;307.334419;49.99991608;0.526035488;0.521501005
29.74;209.99366;319.8083574;307.3289283;49.99991608;0.526155651;0.521501184
29.76;209.9934887;319.8070344;307.3240149;49.99991608;0.525915027;0.521500647
29.78;209.9933396;319.8057849;307.3196918;49.99991989;0.52647382;0.521499217
29.8;209.9931999;319.8046913;307.3152982;49.99991226;0.525741696;0.521502554
29.82;209.9932425;319.8054097;307.3152732;49.99990463;0.527258635;0.521504343
29.84;209.9937225;319.8101198;307.3285554;49.99991608;0.527598381;0.521539092
29.86;209.994457;319.8164527;307.3501389;49.99992371;0.52687633;0.521553159
29.88;209.9950689;319.8211007;307.3680207;49.99992371;0.526540577;0.521553755
29.9;209.9954608;319.8238966;307.3794233;49.99991989;0.526232123;0.521549821
29.92;209.9957451;319.8258618;307.3872161;49.99991989;0.52633369;0.521547496
29.94;209.996038;319.8279538;307.3947767;49.99991608;0.526673317;0.521549106
29.96;209.9964119;319.8308679;307.4044848;49.99991989;0.52658087;0.52155298
29.98;209.9966413;319.832687;307.4126697;49.99993134;0.526689887;0.521556318
30;209.9963657;319.8297344;307.4072765;49.99992752;0.524508834;0.521522105
30.02;209.9956759;319.8233977;307.3875436;49.99991226;0.525455177;0.521501303
30.04;209.9950447;319.8182189;307.3680022;49.99991226;0.525967062;0.521492898
30.06;209.9947294;319.8161773;307.3583765;49.99991608;0.526633263;0.52150631
30.08;209.9946299;319.8158755;307.3557824;49.99991608;0.526240885;0.521516919
30.1;209.9944444;319.8145352;307.351017;49.99991608;0.525707364;0.521507204
30.12;209.994201;319.8125058;307.3440127;49.99991608;0.526274145;0.521505415
30.14;209.9940164;319.8111152;307.3387223;49.99991608;0.525893152;0.521506548
30.16;209.9938719;319.8100543;307.3346229;49.99991608;0.526413023;0.521503568
30.18;209.9936957;319.8087687;307.3300203;49.99991608;0.525861263;0.5215047
30.2;209.9934885;319.8070831;307.3241779;49.99991608;0.526072383;0.521495461
30.22;209.9933442;319.8059001;307.3197352;49.99991989;0.526180506;0.521504223
30.24;209.9931995;319.804685;307.3155184;49.99991608;0.52605325;0.52149713
30.26;209.9930608;319.8036206;307.310945;49.99990845;0.526100695;0.521496713
30.28;209.9932797;319.8060396;307.3159452;49.99990845;0.527683139;0.521518409
30.3;209.993921;319.8120021;307.3343789;49.99991989;0.527304709;0.521546483
30.32;209.9946366;319.8179034;307.3554811;49.99992371;0.526650727;0.521555185
30.34;209.9951543;319.8216947;307.370633;49.99991989;0.526404858;0.521550775
30.36;209.995488;319.8239756;307.3800858;49.99991989;0.526417196;0.521545827
30.38;209.9957676;319.8259738;307.3875316;49.99991608;0.526545703;0.521545887
30.4;209.9960873;319.8283263;307.3955872;49.99991608;0.526617348;0.521550477
30.42;209.9964437;319.8311747;307.4053297;49.99991989;0.526401162;0.521554172
30.44;209.9966782;319.8329032;307.4135372;49.99993134;0.526466191;0.521557271
30.46;209.9964201;319.8301911;307.4087178;49.99992752;0.524767518;0.52152431
30.48;209.995693;319.8235468;307.387999;49.99991226;0.525066793;0.521496952
30.5;209.994954;319.817415;307.3653169;49.99991226;0.526011229;0.5214867
30.52;209.9945988;319.8150822;307.354525;49.99991608;0.526649773;0.52150631
30.54;209.9945988;319.8157487;307.3547498;49.99991989;0.526538491;0.521519184
30.56;209.9945344;319.8154536;307.3536901;49.99991608;0.525698721;0.521515369
30.58;209.9942365;319.8128286;307.3453251;49.99991608;0.525710344;0.521500826
30.6;209.9939714;319.8106538;307.3373561;49.99991608;0.526517153;0.521500826
30.62;209.9938767;319.8101528;307.3346624;49.99991608;0.526123941;0.52151233
30.64;209.9937273;319.8090284;307.3308076;49.99991608;0.525740921;0.52150172
30.66;209.9935339;319.8074348;307.3253164;49.99991608;0.5264588;0.521499217
30.68;209.9933667;319.8061049;307.3207019;49.99991989;0.525904298;0.521501839
30.7;209.9931502;319.8042669;307.3142855;49.99991608;0.526091456;0.521493256
30.72;209.9931657;319.8045418;307.3131864;49.99990845;0.526955664;0.521507144
30.74;209.9936594;319.8094024;307.3265031;49.99991226;0.527612805;0.521536708
30.76;209.9943716;319.8157761;307.3476553;49.99991989;0.526928246;0.521552384
30.78;209.9949656;319.8204013;307.3653133;49.99992371;0.526620269;0.521552086
30.8;209.9953751;319.8232506;307.3771214;49.99991989;0.526412368;0.521548688
30.82;209.9956819;319.8254038;307.3854924;49.99991989;0.526332676;0.521547556
30.84;209.9959795;319.8275344;307.3932184;49.99991989;0.526666462;0.521548867
30.86;209.9963219;319.8301495;307.4020949;49.99991608;0.526577473;0.521552503
30.88;209.9966778;319.8329974;307.4123932;49.99992371;0.526694119;0.521555841
30.9;209.9966903;319.832759;307.4150739;49.99993134;0.524743557;0.521545649
30.92;209.9960989;319.8270383;307.3998506;49.99991989;0.524916172;0.521507978
30.94;209.9953102;319.8201516;307.3762221;49.99991226;0.525718153;0.521488726
30.96;209.9948557;319.8168296;307.361949;49.99991608;0.526655734;0.521502078
30.98;209.9947612;319.8167253;307.3592268;49.99991608;0.526548564;0.521516621
31;209.9946611;319.8162113;307.3569606;49.99991608;0.525751293;0.521515071
31.02;209.9943949;319.8140287;307.3498335;49.99991608;0.525826871;0.521503925
31.04;209.9941789;319.8123557;307.3435872;49.99991608;0.526283145;0.521508515
31.06;209.9940252;319.8113254;307.3395354;49.99991608;0.526149929;0.5215078
31.08;209.9938492;319.8098388;307.3342446;49.99991608;0.526038051;0.521501064
31.1;209.9936553;319.8083415;307.3288458;49.99991608;0.526157379;0.521501243
31.12;209.9935065;319.8072233;307.3248135;49.99991989;0.525995314;0.521502435
31.14;209.9933439;319.8058421;307.3199239;49.99991989;0.52590096;0.521499872
31.16;209.9931866;319.8045077;307.3148286;49.99991226;0.526467383;0.521498024
31.18;209.9933197;319.8061154;307.3175278;49.99990845;0.527285457;0.521512628
31.2;209.9938714;319.8114314;307.3330057;49.99991608;0.527438819;0.521542013
31.22;209.9945652;319.8173126;307.3535687;49.99992371;0.526641667;0.521553934
31.24;209.995141;319.8215662;307.3700633;49.99991989;0.526531518;0.521552742
31.26;209.9955194;319.824255;307.3809166;49.99991989;0.526402771;0.521548331
31.28;209.9957903;319.8262346;307.3886745;49.99991989;0.526501954;0.521546721
31.3;209.9960923;319.8284164;307.3963399;49.99991608;0.526679337;0.521549881
31.32;209.9964705;319.8313603;307.4061377;49.99991989;0.526425838;0.521555007
31.34;209.9967042;319.8331802;307.4143357;49.99993134;0.526687324;0.521556973
31.36;209.9964243;319.8302313;307.4088605;49.99992752;0.524507225;0.521522641
31.38;209.9957343;319.823852;307.3891293;49.99991226;0.525603473;0.521500587
31.4;209.9951032;319.8186993;307.3695396;49.99991226;0.525967002;0.521493435
31.42;209.9947791;319.816554;307.359973;49.99991608;0.52648443;0.521508217
31.44;209.9946752;319.8162818;307.357334;49.99991608;0.526240766;0.521517456
31.46;209.9945029;319.8149348;307.3525743;49.99991608;0.525707245;0.52150774
31.48;209.9942552;319.8129336;307.3455482;49.99991608;0.526420176;0.521504641
31.5;209.9940705;319.8115598;307.340219;49.99991608;0.525892854;0.521507084
31.52;209.9939216;319.8104921;307.3360702;49.99991608;0.526265979;0.521505415
31.54;209.9937545;319.8091743;307.3315283;49.99991608;0.525868118;0.521505296
31.56;209.9935471;319.8074844;307.3257122;49.99991608;0.526069641;0.521496058
31.58;209.9933895;319.8062869;307.3212006;49.99991989;0.526333332;0.521503448
31.6;209.9932357;319.8050519;307.3169342;49.99991608;0.526052415;0.521497607
31.62;209.9931104;319.8040234;307.312322;49.99990845;0.525953174;0.521498442
31.64;209.9933338;319.8064095;307.3173274;49.99990845;0.527683258;0.521518886
31.66;209.9939661;319.8123888;307.3357162;49.99991989;0.527300894;0.52154696
31.68;209.9946773;319.8182161;307.356796;49.99992371;0.526802003;0.521554232
31.7;209.9952038;319.8220548;307.3718836;49.99991989;0.526411772;0.521551192
31.72;209.9955421;319.8243133;307.3813944;49.99991989;0.526266992;0.521547616
31.74;209.9958172;319.8263108;307.3888701;49.99991608;0.526548386;0.521546423
31.76;209.996137;319.8286784;307.3969953;49.99991608;0.526619852;0.521551073
31.78;209.9964978;319.8315475;307.4067942;49.99991989;0.526553154;0.521553457
31.8;209.9967233;319.8332653;307.4148999;49.99993134;0.526456833;0.521557689
31.82;209.9964608;319.8305023;307.4099703;49.99992752;0.524619162;0.521525621
31.84;209.9957291;319.8238252;307.3891222;49.99991226;0.525068521;0.52149725
31.86;209.99499;319.8176568;307.3665211;49.99991226;0.526019216;0.521487176
31.88;209.994644;319.8154109;307.3557942;49.99991608;0.526799917;0.521505475
31.9;209.994644;319.8160377;307.3560603;49.99991989;0.52653569;0.521519661
31.92;209.9945795;319.8157839;307.3549365;49.99991608;0.525541365;0.521516919
31.94;209.9942774;319.8131215;307.3464682;49.99991608;0.525711;0.521501124
31.96;209.9940121;319.810962;307.3384835;49.99991608;0.526518047;0.521501243
31.98;209.9939127;319.8104281;307.3357888;49.99991608;0.526279211;0.521511436
32;209.9937633;319.8093084;307.3319505;49.99991608;0.525740266;0.521502137
32.02;209.9935652;319.8076777;307.3264419;49.99991608;0.526311398;0.521500885
32.04;209.9933937;319.8063514;307.3217453;49.99991989;0.525903463;0.521502197
32.06;209.993195;319.804538;307.3153588;49.99991608;0.526091039;0.521493614
32.08;209.9932018;319.8048174;307.3142273;49.99990845;0.527107358;0.521506071
32.1;209.9936909;319.8097061;307.3274796;49.99991226;0.527612329;0.521537066
32.12;209.9944078;319.8160439;307.3486399;49.99992371;0.52677846;0.521554112
32.14;209.9950061;319.820641;307.3664054;49.99992371;0.526615262;0.521552563
32.16;209.9954157;319.8235191;307.3781192;49.99991989;0.526407182;0.521548927
32.18;209.9957045;319.8255429;307.3861211;49.99991989;0.526414573;0.521545708
32.2;209.995984;319.8275533;307.3933834;49.99991608;0.526687682;0.521548212
32.22;209.9963174;319.830167;307.4021484;49.99991608;0.526438177;0.521553934
32.24;209.9966825;319.833094;307.412584;49.99992371;0.526696324;0.521556079
32.26;209.9967038;319.8328343;307.4153785;49.99993134;0.524740517;0.521545887
32.28;209.9961034;319.8271153;307.4001262;49.99991989;0.525065362;0.521506965
32.3;209.9953147;319.8202515;307.376538;49.99991226;0.525721431;0.521488965
32.32;209.9948647;319.8169652;307.3623056;49.99991608;0.526508033;0.521503687
32.34;209.9947746;319.8168723;307.3596493;49.99991608;0.526548326;0.52151686
32.36;209.9946789;319.8163392;307.3573952;49.99991608;0.525751114;0.52151525
32.38;209.9944263;319.8141909;307.3503378;49.99991608;0.5259763;0.521502912
32.4;209.994206;319.8125294;307.3441513;49.99991608;0.526284814;0.521508873
32.42;209.9940613;319.811531;307.3401364;49.99991608;0.525994956;0.521509349
32.44;209.9938807;319.810036;307.3348192;49.99991608;0.526035905;0.521501243
32.46;209.993678;319.8084776;307.3293921;49.99991608;0.526156068;0.521501362
32.48;209.9935293;319.807396;307.3253218;49.99991608;0.526140511;0.521501303
32.5;209.9933576;319.8059615;307.3204176;49.99991989;0.525900662;0.521500051
32.52;209.9931956;319.8045913;307.3152816;49.99991226;0.526320338;0.521499515
32.54;209.9933375;319.8062494;307.3180414;49.99990845;0.527307332;0.521512985
32.56;209.9938938;319.8116194;307.3336264;49.99991608;0.527431488;0.52154243
32.58;209.9945875;319.8175067;307.3541831;49.99992371;0.526791036;0.521552861
32.6;209.995159;319.821726;307.370614;49.99991989;0.526529372;0.521552861
32.62;209.9955419;319.8244079;307.3814243;49.99991989;0.526250243;0.521549702
32.64;209.9958174;319.8263578;307.3891841;49.99991989;0.52650255;0.521546841
32.66;209.9961103;319.8285458;307.396837;49.99991608;0.526679456;0.521550059
32.68;209.9964796;319.8314881;307.4065662;49.99991989;0.526576102;0.521553874
32.7;209.9967133;319.8332638;307.4147034;49.99993134;0.526683211;0.521556973
32.72;209.9964468;319.8303401;307.4092647;49.99992752;0.524371982;0.521523833
32.74;209.995757;319.8239714;307.3895864;49.99991226;0.525605619;0.521500826
32.76;209.9951213;319.8187827;307.3700416;49.99991226;0.525966048;0.521493673
32.78;209.9948016;319.816704;307.3604411;49.99991608;0.526631773;0.521507084
32.8;209.9946976;319.8164014;307.3577911;49.99991608;0.526239634;0.521517575
32.82;209.9945119;319.8150399;307.3530053;49.99991608;0.52555722;0.521509051
32.84;209.9942597;319.8130181;307.3459227;49.99991608;0.526420116;0.52150476
32.86;209.994075;319.8116032;307.340615;49.99991608;0.525892735;0.521507204
32.88;209.9939307;319.8105453;307.3364696;49.99991608;0.526412249;0.521504223
32.9;209.9937635;319.8092473;307.3318858;49.99991608;0.52586776;0.521505415
32.92;209.9935606;319.8075612;307.3260794;49.99991608;0.525925994;0.521497428
32.94;209.9933985;319.8063843;307.3215752;49.99991989;0.526333094;0.521503568
32.96;209.9932492;319.805138;307.3172918;49.99991608;0.526052117;0.521497726
32.98;209.9931194;319.8040964;307.3126795;49.99990845;0.526100457;0.521497309
33;209.993334;319.8064657;307.3176747;49.99990845;0.527683079;0.521519005
33.02;209.9939752;319.8124633;307.3360505;49.99991989;0.527143598;0.52154845
33.04;209.9946955;319.8182737;307.3571327;49.99992371;0.526801467;0.521554351
33.06;209.9952175;319.8221118;307.3722072;49.99991989;0.526411355;0.521551311
33.08;209.995551;319.8244307;307.3816844;49.99991989;0.526425481;0.521546543
33.1;209.9958262;319.8264021;307.3892512;49.99991608;0.526546359;0.521546662
33.12;209.9961325;319.828746;307.397317;49.99991608;0.526458442;0.521552444
33.14;209.9964977;319.8316388;307.4071266;49.99992371;0.52655834;0.521553516
33.16;209.9967368;319.8333665;307.4153699;49.99993134;0.526465833;0.521557987
33.18;209.9964473;319.8303552;307.4095906;49.99992371;0.524576068;0.521522939
33.2;209.9956842;319.8234384;307.3878276;49.99991226;0.52512598;0.521495283
33.22;209.9950175;319.8179493;307.3670466;49.99991226;0.526237547;0.521493733
33.24;209.9947705;319.8164659;307.3592466;49.99991608;0.526669621;0.521510124
33.26;209.9947157;319.8166054;307.3582317;49.99991608;0.526203096;0.521519363
33.28;209.9945299;319.8151967;307.3534738;49.99991608;0.525673807;0.521508157
33.3;209.9942732;319.8130873;307.3461481;49.99991608;0.526412606;0.521504521
33.32;209.9940795;319.8116573;307.3406366;49.99991608;0.525741577;0.521508276
33.34;209.9939396;319.8105819;307.3364804;49.99991608;0.526416242;0.521504164
33.36;209.9937681;319.8092848;307.3319461;49.99991608;0.525869966;0.521505475
33.38;209.9935605;319.8076237;307.3262067;49.99991608;0.52606988;0.521496236
33.4;209.9934028;319.8063683;307.3216272;49.99991989;0.526339829;0.521503687
33.42;209.9932538;319.8050947;307.3170731;49.99991608;0.525903404;0.521499157
33.44;209.9932104;319.8049651;307.3148276;49.99990845;0.526690185;0.521501839
33.46;209.9936051;319.8089104;307.3251627;49.99991226;0.527711391;0.521532118
33.48;209.9943131;319.8152699;307.3458672;49.99992371;0.527047873;0.521552145
33.5;209.9949566;319.8203315;307.3648673;49.99992371;0.526658177;0.521553755
33.52;209.9953932;319.8234212;307.3775116;49.99991989;0.526246846;0.521551192
33.54;209.9956999;319.8255392;307.3860259;49.99991989;0.526459575;0.521546662
33.56;209.9959884;319.8276165;307.3935236;49.99991608;0.526655197;0.521548748
33.58;209.9963264;319.8301577;307.4022067;49.99991608;0.52657336;0.521552324
33.6;209.9966689;319.8329972;307.4123443;49.99992371;0.526693225;0.521555603
33.62;209.9966857;319.8327583;307.4150183;49.99993134;0.524597883;0.521546721
33.64;209.9960988;319.8270871;307.3998854;49.99991989;0.525072753;0.521507084
33.66;209.9953192;319.8202263;307.376471;49.99991226;0.525718808;0.521489084
33.68;209.9948647;319.8169209;307.3622019;49.99991608;0.526644945;0.521502256
33.7;209.9947567;319.8167824;307.3593674;49.99991608;0.526542842;0.521516562
33.72;209.994652;319.8162052;307.3570036;49.99991608;0.525599897;0.521516204
33.74;209.994404;319.8140774;307.3499169;49.99991608;0.525978267;0.521502733
33.76;209.9941924;319.812419;307.3437762;49.99991608;0.526285946;0.521508753
33.78;209.9940478;319.8114222;307.3397384;49.99991608;0.526147723;0.521507978
33.8;209.9938582;319.8099286;307.3345204;49.99991608;0.526035547;0.521501124
33.82;209.9936598;319.8083818;307.3290312;49.99991608;0.526009798;0.521502554
33.84;209.9934932;319.8070504;307.3241402;49.99991608;0.525914848;0.521500707
33.86;209.9933349;319.8058101;307.3198014;49.99991989;0.526473939;0.521499336
33.88;209.9931952;319.8047149;307.315431;49.99991226;0.525893986;0.521501482
33.9;209.9932425;319.8054371;307.3154156;49.99990463;0.527258813;0.521504402
33.92;209.9937315;319.8101594;307.3286912;49.99991608;0.527440965;0.521540582
33.94;209.9944616;319.8164534;307.3503228;49.99992371;0.52687645;0.521553278
33.96;209.9950734;319.8211288;307.3681761;49.99991989;0.526540697;0.521553814
33.98;209.9954743;319.8239492;307.3796021;49.99991989;0.526384771;0.521548688
34;209.9957586;319.8259021;307.3874076;49.99991989;0.52648592;0.521546364
34.02;209.9960425;319.8280368;307.3949176;49.99991608;0.526519001;0.521550536
34.04;209.9964166;319.8309204;307.4046574;49.99991989;0.52658093;0.521553099
34.06;209.9966501;319.8327631;307.412853;49.99993134;0.526690125;0.521556437
34.08;209.9963702;319.8298508;307.4074681;49.99992752;0.524514973;0.521522343
34.1;209.9956894;319.8234883;307.3878324;49.99991226;0.525604129;0.521500289
34.12;209.9950583;319.8183156;307.3682846;49.99991226;0.525822759;0.521494389
34.14;209.9947475;319.8163174;307.3588412;49.99991608;0.526631296;0.521506488
34.16;209.9946346;319.8159538;307.3560776;49.99991608;0.526239991;0.521516979
34.18;209.9943907;319.8140643;307.3496968;49.99991608;0.525351882;0.52150172
34.2;209.9941387;319.8120015;307.3422508;49.99991608;0.526599169;0.521503747
34.22;209.994048;319.8115335;307.3396437;49.99991608;0.526078701;0.521514535
34.24;209.9938939;319.8103216;307.3356315;49.99991608;0.525711775;0.521502912
34.26;209.9936689;319.8084701;307.3292445;49.99991608;0.526443124;0.521499932
34.28;209.9935114;319.807259;307.3246401;49.99991608;0.525905073;0.521502674
34.3;209.9933984;319.8063509;307.3212682;49.99991989;0.526426136;0.521499753
34.32;209.993231;319.8049477;307.316559;49.99991608;0.525723457;0.521502256
34.34;209.9930561;319.803533;307.3107876;49.99990845;0.526083469;0.521491766
34.36;209.9932664;319.8058636;307.3154889;49.99990845;0.527798951;0.521519601
34.38;209.9939392;319.8122169;307.3349581;49.99991989;0.527298152;0.521548152
34.4;209.9946683;319.8181827;307.3565256;49.99992371;0.526783228;0.521554649
34.42;209.9951904;319.8219352;307.3715607;49.99991989;0.526242793;0.521552265
34.44;209.9955196;319.8241939;307.3808518;49.99991989;0.526413202;0.521545947
34.46;209.9957947;319.8261656;307.3882049;49.99991608;0.526548207;0.521546006
34.48;209.99611;319.8285066;307.3962801;49.99991608;0.526621103;0.521550775
34.5;209.9964707;319.8313984;307.4060765;49.99991989;0.526553869;0.521553218
34.52;209.9967053;319.8330797;307.4142264;49.99993134;0.526297748;0.521558762
34.54;209.9964427;319.8303547;307.4092784;49.99992752;0.524763107;0.52152431
34.56;209.995711;319.8236792;307.3884501;49.99991226;0.525067866;0.521497011
34.58;209.9949675;319.8175451;307.3657781;49.99991226;0.526019037;0.521486938
34.6;209.994617;319.8152053;307.3550711;49.99991608;0.526793301;0.521505177
34.62;209.9946123;319.8158591;307.3552103;49.99991989;0.526383758;0.521520615
34.64;209.994548;319.8155411;307.3540675;49.99991608;0.525688529;0.521515369
34.66;209.9942501;319.8128995;307.3456132;49.99991608;0.525717616;0.521500826
34.68;209.9939849;319.8107657;307.3376654;49.99991608;0.526523292;0.521501124
34.7;209.9938902;319.8102387;307.3350628;49.99991608;0.526279688;0.521511316
34.72;209.993741;319.8091281;307.3312578;49.99991608;0.525590122;0.52150321
34.74;209.9935517;319.8075263;307.3257891;49.99991608;0.52645731;0.521499395
34.76;209.9933891;319.8062198;307.3211424;49.99991989;0.525903404;0.521502018
34.78;209.9931726;319.8043957;307.3146904;49.99991608;0.526091218;0.521493435
34.8;209.9931837;319.8046362;307.3136132;49.99990845;0.527107537;0.521505892
34.82;209.9936774;319.8095257;307.3269211;49.99991226;0.527455866;0.521538317
34.84;209.9943896;319.8158644;307.3480885;49.99992371;0.526934445;0.521552622
34.86;209.9949881;319.8205239;307.3657673;49.99992371;0.526615739;0.521552384
34.88;209.9953932;319.8233724;307.3775625;49.99991989;0.526408017;0.521548808
34.9;209.9956955;319.8255095;307.3858935;49.99991989;0.526484489;0.521546423
34.92;209.9959929;319.8276158;307.3935595;49.99991989;0.526512861;0.521550298
34.94;209.9963309;319.8302392;307.4024134;49.99991608;0.526578128;0.521552682
34.96;209.9966868;319.8330872;307.4127546;49.99992371;0.526694655;0.52155602
34.98;209.9967038;319.8328463;307.4154941;49.99993134;0.524749875;0.521545947
35;209.996117;319.8272027;307.4003326;49.99991989;0.525069594;0.521507204
35.02;209.9953327;319.8203641;307.3768176;49.99991226;0.525577664;0.521490455
35.04;209.9948784;319.8170131;307.362596;49.99991608;0.526651323;0.521502376
35.06;209.9947702;319.8168729;307.3598271;49.99991608;0.526544929;0.5215168
35.08;209.9946656;319.816317;307.3574838;49.99991608;0.525749564;0.521515191
35.1;209.9944174;319.8141802;307.350364;49.99991608;0.525975823;0.521502852
35.12;209.9942059;319.8124852;307.3440904;49.99991608;0.526129961;0.521510124
35.14;209.9940838;319.8116795;307.3406702;49.99991608;0.526147127;0.521508098
35.16;209.9938807;319.8101211;307.3353288;49.99991608;0.526035309;0.521501243
35.18;209.9934573;319.8064506;307.3231796;49.99991608;0.524535656;0.521484435
35.2;209.9930927;319.8034781;307.3120429;49.99991608;0.527003288;0.521487355
35.22;209.9930923;319.8039514;307.3121918;49.99991989;0.526590109;0.521510184
35.24;209.9931321;319.8045541;307.3138465;49.99991226;0.525751114;0.521506965
35.26;209.9931881;319.8051568;307.3142603;49.99990463;0.527121007;0.521504223
35.28;209.9936322;319.8093965;307.3261065;49.99991608;0.527545094;0.521536529
35.3;209.9943353;319.8154684;307.3467973;49.99992371;0.526887119;0.521550834
35.32;209.9949425;319.8201007;307.3645111;49.99991989;0.526412487;0.521553576
35.34;209.9953569;319.8230147;307.3761798;49.99991989;0.526402593;0.521547854
35.36;209.9956368;319.8250354;307.3842643;49.99991989;0.526492596;0.521545708
35.38;209.9959388;319.8272462;307.3920491;49.99991608;0.526674449;0.521548569
35.4;209.9963129;319.8302136;307.4018938;49.99991989;0.526581049;0.521552384
35.42;209.99656;319.8320312;307.4101995;49.99993134;0.526536465;0.521556973
35.44;209.9962798;319.8291236;307.4048314;49.99992752;0.524510741;0.521521449
35.46;209.9955991;319.8228066;307.3852336;49.99991226;0.525606334;0.521499395
35.48;209.9949771;319.8176749;307.3657988;49.99991226;0.525969148;0.521492302
35.5;209.9946573;319.8155958;307.3562837;49.99991608;0.526635289;0.521505773
35.52;209.9945578;319.8153427;307.353767;49.99991608;0.526087403;0.521517634
35.54;209.9943813;319.8140269;307.3490678;49.99991608;0.525708675;0.521506667
35.56;209.9941334;319.8119996;307.3421328;49.99991608;0.526421905;0.521503568
35.58;209.9939533;319.8106724;307.3368973;49.99991608;0.525894701;0.521506071
35.6;209.9938043;319.8095924;307.3328467;49.99991608;0.526414394;0.52150315
35.62;209.9936506;319.8083593;307.3283863;49.99991608;0.525717974;0.521505594
35.64;209.9934524;319.806724;307.3226473;49.99991608;0.526071191;0.521495104
35.66;209.9932991;319.8055593;307.3182649;49.99991989;0.526334941;0.521502554
35.68;209.9931363;319.8042679;307.3139443;49.99991608;0.526053965;0.521496773
35.7;209.9930067;319.803342;307.3098096;49.99990845;0.526163995;0.521496475
35.72;209.9932752;319.8061516;307.3160285;49.99990845;0.527539015;0.521522641
35.74;209.9939435;319.81228;307.3350555;49.99991989;0.527237475;0.521547139
35.76;209.9946411;319.8179879;307.3556846;49.99992371;0.526776612;0.521553278
35.78;209.9951452;319.8216339;307.3703484;49.99991989;0.526411414;0.521550179
35.8;209.9954788;319.8239315;307.3797196;49.99991989;0.526427448;0.521545649
35.82;209.9957586;319.8259144;307.3872667;49.99991989;0.52639854;0.521547198
35.84;209.9960739;319.8282783;307.3954249;49.99991608;0.526618421;0.521550596
35.86;209.9964391;319.8311374;307.4052266;49.99991989;0.526555002;0.52155298
35.88;209.9966825;319.8328964;307.4134084;49.99993134;0.526465774;0.521557331
35.9;209.9964201;319.8301897;307.4086125;49.99992752;0.524767697;0.52152431
35.92;209.9956886;319.8235247;307.3879227;49.99991226;0.524921715;0.521498203
35.94;209.994954;319.817415;307.3653169;49.99991226;0.526018202;0.521486878
35.96;209.9946034;319.8151347;307.3545693;49.99991608;0.526793659;0.521505117
35.98;209.9946033;319.8157677;307.3548719;49.99991989;0.526540995;0.521519303
36;209.9945435;319.8154886;307.3538521;49.99991608;0.525700033;0.521515548
36.02;209.9942457;319.8129032;307.3455312;49.99991608;0.525568068;0.521502316
36.04;209.9939805;319.8107329;307.3376644;49.99991608;0.526517034;0.521501184
36.06;209.9938857;319.8101967;307.3350285;49.99991608;0.526277065;0.521511257
36.08;209.9937363;319.8090983;307.3311681;49.99991608;0.525739312;0.521501899
36.1;209.9935473;319.8075041;307.3256274;49.99991608;0.526458383;0.521499395
