Âðåìÿ, [ñ];Ug, [êÂ];Pg, [ÌÂò];Qg, [ÌÂàð];Fg, [Ãö];Uf, [Â];If, [À]
0;210.001179;319.8666694;307.5574673;49.99992371;0.52667731;0.521607816
0.02;210.0015352;319.8680568;307.5681092;49.99992371;0.526836038;0.521612108
0.04;210.0019632;319.8702644;307.5807022;49.99992752;0.526714027;0.521616578
0.06;210.0022466;319.8713928;307.5914138;49.99993896;0.52681911;0.521620035
0.08;210.0020025;319.8678495;307.5880126;49.99993134;0.524496675;0.521587193
0.1;210.0013309;319.861105;307.570384;49.99991608;0.525722444;0.521564424
0.12;210.000772;319.8561414;307.5541514;49.99991608;0.526369929;0.521562159
0.14;210.0005424;319.8544865;307.5479739;49.99991989;0.526643395;0.521575212
0.16;210.0004923;319.854419;307.5475726;49.99991989;0.526488423;0.521582961
0.18;210.00032;319.8531583;307.5437491;49.99991989;0.525444031;0.521575928
0.2;210.000059;319.8512624;307.5367653;49.99991608;0.526466727;0.52156812
0.22;209.999965;319.85111;307.5340933;49.99991608;0.526597083;0.521577537
0.24;209.9998876;319.8511389;307.5320359;49.99991608;0.525849521;0.521575451
0.26;209.9996711;319.8499869;307.5257614;49.99991608;0.526098669;0.52156353
0.28;209.9995364;319.8497455;307.5212857;49.99991608;0.526491761;0.521572173
0.3;209.9994684;319.8502399;307.5190277;49.99991608;0.525911212;0.521571159
0.32;209.9993148;319.849988;307.5142732;49.99991226;0.526454926;0.521565795
0.34;209.9992168;319.8504407;307.5103178;49.99990463;0.526172936;0.521566689
0.36;209.9995122;319.8545944;307.5161818;49.99990463;0.52770704;0.521588862
0.38;210.0001891;319.8618361;307.5338631;49.99991226;0.527143836;0.521615326
0.4;210.0009095;319.8688354;307.5534284;49.99991608;0.526865423;0.521620393
0.42;210.0014403;319.8738521;307.5673457;49.99991608;0.526494324;0.521617591
0.44;210.0017966;319.8775196;307.5760216;49.99991226;0.526505947;0.521613121
0.46;210.002117;319.8808687;307.5829114;49.99991226;0.526631117;0.521613359
0.48;210.0024593;319.8845231;307.5904071;49.99991226;0.526546359;0.52161932
0.5;210.0028381;319.8886211;307.5995587;49.99991608;0.526630521;0.521620393
0.52;210.0030952;319.8914547;307.6070477;49.99992752;0.526528418;0.521624446
0.54;210.0028552;319.8896745;307.6012075;49.99991989;0.524835646;0.521591008
0.56;210.0021461;319.8838952;307.5798165;49.99990845;0.525152743;0.521563768
0.58;210.0014839;319.8791238;307.5584969;49.99990845;0.526273191;0.521560311
0.6;210.0012143;319.8780572;307.5493627;49.99991226;0.526740134;0.521576226
0.62;210.0012141;319.8789521;307.5488592;49.99991608;0.526508987;0.52158612
0.64;210.001123;319.8784656;307.5457804;49.99991608;0.525751233;0.521580994
0.66;210.0008433;319.8761683;307.5372366;49.99991608;0.52603817;0.521567643
0.68;210.0006638;319.8747425;307.5314202;49.99991608;0.526467502;0.521575928
0.7;210.0006184;319.8743642;307.529968;49.99991608;0.526248217;0.521580815
0.72;210.000469;319.8728554;307.5258514;49.99991608;0.525995791;0.521569669
0.74;210.0002712;319.8706896;307.5198742;49.99991989;0.526191175;0.521567464
0.76;210.0001721;319.8693891;307.5170586;49.99991989;0.526563585;0.521572828
0.78;210.0000317;319.8675991;307.5133689;49.99991608;0.525713623;0.521572411
0.8;209.9999432;319.8661533;307.5098994;49.99990845;0.5268085;0.521564782
0.82;210.0003292;319.8691252;307.5197877;49.99991226;0.52788949;0.521601915
0.84;210.001073;319.8748405;307.5416762;49.99992371;0.527115166;0.521621883
0.86;210.0017298;319.8788887;307.5613214;49.99992752;0.526728749;0.521622837
0.88;210.002162;319.8808772;307.5741986;49.99992371;0.52632618;0.521619976
0.9;210.0024641;319.8818574;307.5830488;49.99992371;0.526542962;0.521615446
0.92;210.0027392;319.882788;307.5910138;49.99992371;0.526747644;0.521617711
0.94;210.0030638;319.8842383;307.6002126;49.99992371;0.526661932;0.521621466
0.96;210.0033971;319.885972;307.6108952;49.99992752;0.526771486;0.521624744
0.98;210.0033957;319.884628;307.6139149;49.99993515;0.524669528;0.521615624
1;210.0027772;319.8779003;307.5989744;49.99992371;0.525142789;0.521575749
1.02;210.0019662;319.870038;307.5756964;49.99991608;0.525796652;0.521557689
1.04;210.0014713;319.8657222;307.5616516;49.99991989;0.526723087;0.521570802
1.06;210.0013404;319.8647523;307.5589944;49.99991989;0.526613116;0.521585047
1.08;210.0012043;319.8634075;307.5565638;49.99991989;0.525665164;0.521584392
1.1;210.0009247;319.8605965;307.5493236;49.99991989;0.526042819;0.521570683
1.12;210.0007178;319.8586777;307.5437669;49.99991989;0.526573539;0.521577001
1.14;210.0005731;319.8574406;307.5404494;49.99991989;0.525869131;0.521576583
1.16;210.0002793;319.8549907;307.5331772;49.99991989;0.52608633;0.521565735
1.18;209.9998735;319.851719;307.5224857;49.99991608;0.525574684;0.521558225
1.2;209.9996536;319.8501725;307.5159666;49.99991989;0.526746631;0.52156502
1.22;209.9996628;319.8507532;307.5163723;49.99991989;0.526621759;0.521576464
1.24;209.9996081;319.8507149;307.5150515;49.99991226;0.525759101;0.521572173
1.26;209.9996009;319.8511902;307.5133556;49.99990463;0.527177751;0.52156961
1.28;210.0000179;319.8556756;307.5238372;49.99991226;0.52744329;0.521603703
1.3;210.0007117;319.8621398;307.5433642;49.99991989;0.526932359;0.521616578
1.32;210.0012829;319.8671287;307.559719;49.99991989;0.526589572;0.521617532
1.34;210.0016568;319.8703586;307.5697596;49.99991608;0.526420355;0.521612108
1.36;210.0019141;319.8728443;307.5760945;49.99991608;0.526517093;0.521609306
1.38;210.0021799;319.8755046;307.5821692;49.99991226;0.526561439;0.521613061
1.4;210.0025223;319.8789825;307.5904249;49.99991608;0.526615083;0.521615446
1.42;210.0027425;319.88135;307.5971356;49.99992752;0.526714981;0.521618128
1.44;210.0024399;319.8789591;307.5901148;49.99992371;0.524540424;0.521583378
1.46;210.001714;319.8731873;307.568768;49.99990845;0.525632739;0.521560848
1.48;210.0010331;319.8684385;307.5475197;49.99990845;0.525853693;0.52155447
1.5;210.0006729;319.8667392;307.5360775;49.99991226;0.526662052;0.521566153
1.52;210.0005827;319.8672518;307.5330054;49.99991226;0.526490271;0.521576762
1.54;210.0004463;319.8668352;307.5286914;49.99991226;0.525732696;0.52157253
1.56;210.0001398;319.8647826;307.5194904;49.99991226;0.526000023;0.521559298
1.58;209.9999241;319.8635882;307.5124905;49.99991608;0.526411295;0.521567047
1.6;209.9997613;319.8628195;307.5075202;49.99991608;0.52585125;0.521565735
1.62;209.9995223;319.8610479;307.5000696;49.99991608;0.526064932;0.521554828
1.64;209.9993606;319.860012;307.4947144;49.99991608;0.526580215;0.521561801
1.66;209.9992292;319.8592121;307.490919;49.99991608;0.525856137;0.521561503
1.68;209.9989675;319.8569514;307.4833105;49.99991608;0.525923908;0.52155143
1.7;209.9988293;319.855872;307.4782191;49.99990845;0.526600301;0.521557271
1.72;209.999165;319.8590808;307.4859373;49.99990845;0.527642846;0.521582723
1.74;209.9998237;319.8647939;307.5043852;49.99991989;0.52717787;0.521604657
1.76;210.0004536;319.8695311;307.5229539;49.99992371;0.526775777;0.521608889
1.78;210.0009127;319.8723476;307.5359286;49.99991989;0.526301146;0.521606803
1.8;210.0012149;319.8739118;307.5442569;49.99991989;0.526486754;0.521601558
1.82;210.0014721;319.8751539;307.5511383;49.99991989;0.526594579;0.521601915
1.84;210.0017649;319.8767431;307.5587086;49.99991989;0.526664793;0.521606445
1.86;210.002103;319.8787639;307.5679534;49.99992371;0.526593685;0.521608591
1.88;210.0023105;319.8796056;307.5754835;49.99993515;0.52633059;0.521613657
1.9;210.0020074;319.8758868;307.5698652;49.99992752;0.524795115;0.521578729
1.92;210.0012126;319.8682411;307.5483387;49.99991608;0.525111139;0.521551251
1.94;210.0004238;319.861171;307.525074;49.99991608;0.526056588;0.52154094
1.96;210.0000283;319.8579438;307.5138082;49.99991989;0.526832521;0.52155894
1.98;209.9999741;319.8576115;307.5133907;49.99991989;0.526421249;0.52157408
2;209.9998603;319.8562914;307.5114307;49.99991989;0.525717556;0.521568418
2.02;209.9995445;319.853122;307.5033211;49.99991989;0.525957167;0.521553755
2.04;209.9993063;319.8507544;307.4967894;49.99991989;0.52653724;0.521559417
2.06;209.9991212;319.8489834;307.4921947;49.99991989;0.525855482;0.521559417
2.08;209.9988551;319.8464696;307.4853271;49.99991989;0.525928855;0.521550179
2.1;209.9986704;319.8447977;307.4806077;49.99991989;0.526576757;0.521556079
2.12;209.9985167;319.8434734;307.4769688;49.99991989;0.525834858;0.521555543
2.14;209.9982778;319.8411836;307.4702495;49.99991608;0.526046097;0.52154392
2.16;209.9981569;319.8403538;307.4664915;49.99990845;0.527111173;0.521555126
2.18;209.998216;319.8414433;307.4684426;49.99990845;0.52602011;0.521559775
2.2;209.9985378;319.8444284;307.4769069;49.99991608;0.527471185;0.521578372
2.22;209.999165;319.8498405;307.4942895;49.99992371;0.527309954;0.521599412
2.24;209.9998176;319.8551475;307.5131243;49.99992371;0.526642561;0.521605074
2.26;210.0002453;319.8584398;307.525486;49.99991989;0.526395142;0.521599054
2.28;210.0005246;319.8605278;307.5327096;49.99991608;0.526396573;0.521596849
2.3;210.0008041;319.862792;307.5392161;49.99991608;0.526520729;0.521595955
2.32;210.0010925;319.8654177;307.5471893;49.99992371;0.526703298;0.521598458
2.34;210.0010552;319.8651766;307.5481196;49.99993134;0.524775028;0.521588624
2.36;210.0004234;319.8597254;307.5314679;49.99991989;0.525085449;0.521549881
2.38;209.9995807;319.8530425;307.5065034;49.99990845;0.525584161;0.521532655
2.4;209.9990722;319.8498671;307.4906538;49.99991226;0.526648641;0.52154398
2.42;209.9989281;319.849862;307.4862894;49.99991608;0.526549816;0.521557748
2.44;209.9987781;319.8494958;307.4822019;49.99991608;0.525754154;0.521555722
2.46;209.9984851;319.8475572;307.4734359;49.99991608;0.525979102;0.521542847
2.48;209.9982646;319.8463416;307.4665509;49.99991608;0.526373744;0.521550238
2.5;209.9980973;319.8455687;307.4614001;49.99991608;0.525822341;0.521548629
2.52;209.9978358;319.8439028;307.4536427;49.99991608;0.526035964;0.521537542
2.54;209.9976516;319.8429088;307.4479614;49.99991608;0.526552498;0.521544397
2.56;209.9975157;319.8423416;307.4439317;49.99991608;0.52582413;0.52154398
2.58;209.9972717;319.8405407;307.4366686;49.99991608;0.525892973;0.521533787
2.6;209.9970515;319.8390047;307.4293054;49.99990845;0.526334763;0.521538913
2.62;209.9971256;319.8402441;307.4295607;49.99990463;0.527257323;0.521545291
2.64;209.997619;319.8451402;307.4426472;49.99991608;0.527540624;0.521577418
2.66;209.9983082;319.8510951;307.4624991;49.99992371;0.526857257;0.521589696
2.68;209.9988795;319.8553925;307.4786986;49.99991989;0.52640301;0.521591067
2.7;209.9992533;319.8579187;307.4888736;49.99991989;0.526404023;0.521584749
2.72;209.9995149;319.8595576;307.4956339;49.99991608;0.526499331;0.521582186
2.74;209.9997765;319.8613446;307.5021334;49.99991608;0.526690185;0.521584868
2.76;210.0001232;319.8638353;307.5109176;49.99991989;0.526596487;0.521588445
2.78;210.0003343;319.8652066;307.51821;49.99993134;0.52654916;0.521592736
2.8;210.0000227;319.8617092;307.511992;49.99992752;0.524526715;0.521556973
2.82;209.9992834;319.8547672;307.4914143;49.99991226;0.525615454;0.521534622
2.84;209.9986073;319.8489474;307.4710365;49.99991226;0.525976419;0.521526992
2.86;209.9982559;319.8462538;307.4605916;49.99991989;0.526652396;0.521540225
2.88;209.9981113;319.8452832;307.4572742;49.99991989;0.52609992;0.521551788
2.9;209.9978898;319.8432364;307.4517243;49.99991989;0.525724471;0.521540523
2.92;209.9976106;319.8405495;307.4440981;49.99991989;0.526432872;0.521537185
2.94;209.9974121;319.838735;307.4388023;49.99991989;0.526124716;0.521539688
2.96;209.9972089;319.8367947;307.4334957;49.99991989;0.525867224;0.521536589
2.98;209.9970018;319.8347315;307.4278753;49.99991989;0.526296854;0.52153492
3;209.9968031;319.8328483;307.4226725;49.99991989;0.525900364;0.521535158
3.02;209.9965596;319.8305782;307.4164316;49.99991989;0.526094973;0.521526098
3.04;209.9963749;319.8288658;307.4116685;49.99991989;0.526582003;0.521533787
3.06;209.9963124;319.8282391;307.4096722;49.99990845;0.525988519;0.521533549
3.08;209.9965175;319.8301393;307.4145725;49.99990845;0.527415633;0.52155143
3.1;209.9970732;319.8350972;307.4306277;49.99991989;0.5272668;0.521575868
3.12;209.9977304;319.8402407;307.4496262;49.99991608;0.526812673;0.521583021
3.14;209.9983568;319.844715;307.4659783;49.99992752;0.526435077;0.521580338
3.16;209.9983313;319.8442744;307.4737939;49.99996948;0.526438713;0.521575689
3.18;209.9972814;319.8350526;307.4541971;49.99991608;0.522761345;0.521508873
3.2;209.9966091;319.8286241;307.4241431;49.99985886;0.526815832;0.521498263
3.22;209.9974042;319.8360759;307.4351221;49.99991608;0.53040272;0.521577537
3.24;209.9988366;319.8492977;307.4797117;49.99994659;0.527410507;0.521640658
3.26;209.9993326;319.8527125;307.4996612;49.99993134;0.524045289;0.52158457
3.28;209.9985866;319.8449835;307.4789275;49.99991226;0.524151504;0.52152741
3.3;209.9975553;319.8361312;307.4473335;49.99990845;0.525709867;0.521502197
3.32;209.996998;319.8323628;307.4298345;49.99991608;0.5268417;0.521520853
3.34;209.9969168;319.8328437;307.427442;49.99991608;0.526661098;0.521539748
3.36;209.996839;319.8328656;307.4258188;49.99991608;0.525742948;0.521538436
3.38;209.9965229;319.8304359;307.4168756;49.99991608;0.525553405;0.521524906
3.4;209.9962306;319.8283103;307.4078336;49.99991608;0.52649349;0.52152276
3.42;209.9961045;319.8279255;307.4040042;49.99991608;0.52627182;0.521532297
3.44;209.9959097;319.8267358;307.3984783;49.99991608;0.525732994;0.521522701
3.46;209.9956261;319.8245868;307.3897445;49.99991608;0.526119709;0.521514237
3.48;209.9954688;319.8238017;307.3850171;49.99991608;0.526453912;0.521524906
3.5;209.9953418;319.8231865;307.3814064;49.99991226;0.525823772;0.521523774
3.52;209.9952394;319.8226508;307.3769489;49.99990463;0.5265553;0.521516383
3.54;209.9955533;319.8261271;307.3841704;49.99990845;0.527796388;0.52154851
3.56;209.9962389;319.8326797;307.4039211;49.99991989;0.527100086;0.521570742
3.58;209.9968821;319.8379792;307.422652;49.99991989;0.526512921;0.521573842
3.6;209.9973097;319.8411292;307.4346289;49.99991989;0.526388586;0.521568179
3.62;209.997594;319.8431882;307.4422382;49.99991608;0.526455581;0.521564305
3.64;209.99786;319.845149;307.4488914;49.99991608;0.526664138;0.521566153
3.66;209.9981891;319.8476944;307.4567733;49.99991608;0.526580036;0.521569669
3.68;209.9985313;319.8504482;307.4662736;49.99992371;0.526547194;0.52157408
3.7;209.9985255;319.8500148;307.4682905;49.99993134;0.524756968;0.521562636
3.72;209.9979073;319.8441555;307.452467;49.99991989;0.525074005;0.521523714
3.74;209.9970958;319.8371014;307.4282826;49.99991226;0.525721908;0.521505475
3.76;209.99661;319.8334921;307.4133584;49.99991608;0.526656866;0.521518469
3.78;209.9964928;319.8330796;307.4100766;49.99991989;0.526411533;0.521534085
3.8;209.9963792;319.8322631;307.4072932;49.99991608;0.525761068;0.521531224
3.82;209.9961222;319.8298479;307.399923;49.99991608;0.525981486;0.521518648
3.84;209.9958877;319.8277031;307.3929596;49.99991608;0.526288629;0.52152437
3.86;209.9956847;319.8259746;307.387411;49.99991989;0.526047707;0.521518409
3.88;209.9954774;319.8241962;307.3819857;49.99991989;0.526022792;0.521519601
3.9;209.9953015;319.8226211;307.3772998;49.99991989;0.526141346;0.521518052
3.92;209.9951211;319.8209462;307.3723408;49.99991989;0.525894582;0.521516204
3.94;209.994927;319.8191347;307.3673546;49.99991989;0.526461899;0.521513939
3.96;209.9947603;319.8175352;307.3623154;49.99991226;0.525898695;0.521515727
3.98;209.9947851;319.8178175;307.3618345;49.99990845;0.52713418;0.521520257
4;209.9952603;319.8221796;307.3748453;49.99991608;0.527608752;0.521553755
4.02;209.9959634;319.8281273;307.3960921;49.99992371;0.526876628;0.521567523
4.04;209.9965436;319.832386;307.4134921;49.99992371;0.526539803;0.521567702
4.06;209.9969173;319.8347389;307.4244031;49.99991989;0.526389837;0.521562278
4.08;209.9971834;319.8363697;307.431784;49.99991989;0.526345551;0.521561205
4.1;209.9974585;319.8381363;307.438837;49.99991989;0.52669692;0.521562994
4.12;209.9978151;319.8407526;307.4478385;49.99991608;0.526587903;0.521566927
4.14;209.9982527;319.844189;307.4604842;49.99993896;0.526684463;0.521569788
4.16;209.9975459;319.8380711;307.4511731;49.99995804;0.524509728;0.521535218
4.18;209.9948111;319.8140484;307.3818523;49.99990463;0.518297374;0.521374524
4.2;209.9925253;319.7943546;307.3046507;49.9998703;0.528281033;0.521389604
4.22;209.9926966;319.798264;307.2998831;49.99991608;0.53038305;0.521511495
4.24;209.9940511;319.8120996;307.3423443;49.99993134;0.527682245;0.52157706
4.26;209.9948632;319.8187747;307.3691595;49.99992371;0.52515763;0.521556139
4.28;209.9946862;319.8160887;307.3646472;49.99991608;0.524825931;0.521512449
4.3;209.9941463;319.8110111;307.3480946;49.99991608;0.525854409;0.521490455
4.32;209.9938772;319.809027;307.3390805;49.99991608;0.526660979;0.521501124
4.34;209.9938316;319.8092901;307.3380927;49.99991608;0.526285291;0.521511853
4.36;209.993682;319.808308;307.3341971;49.99991608;0.525725722;0.521501899
4.38;209.9934162;319.8062077;307.3263431;49.99991608;0.52597481;0.521494448
4.4;209.9932586;319.8052056;307.3215852;49.99991608;0.526606917;0.521502614
4.42;209.993246;319.8055582;307.3203656;49.99990845;0.526011884;0.521503508
4.44;209.9935005;319.8083778;307.3262338;49.99990845;0.527584314;0.521520793
4.46;209.9941192;319.8142301;307.3433461;49.99991989;0.527265847;0.52154696
4.48;209.9948125;319.8201158;307.3634131;49.99992371;0.526658475;0.521555483
4.5;209.9953253;319.8241156;307.3781423;49.99991989;0.526437521;0.521551847
4.52;209.9956682;319.826686;307.3875986;49.99991608;0.52644062;0.521547496
4.54;209.9959616;319.8289625;307.3951164;49.99991608;0.526558876;0.521547675
4.56;209.9962724;319.8315301;307.4031344;49.99991608;0.526625454;0.521552205
4.58;209.9966375;319.8345723;307.4127883;49.99991989;0.526403487;0.521555722
4.6;209.9968765;319.8364527;307.4207448;49.99993134;0.526469052;0.521558642
4.62;209.9966277;319.8338613;307.4156989;49.99992371;0.524772525;0.521525502
4.64;209.9959005;319.8273119;307.3948387;49.99991226;0.525082409;0.521498322
4.66;209.9951613;319.8212628;307.3721135;49.99991226;0.526027977;0.521488249
4.68;209.9948109;319.8190361;307.3613315;49.99991608;0.52665174;0.52150774
4.7;209.9948107;319.8196936;307.361395;49.99991608;0.526548564;0.521520555
4.72;209.9947329;319.8192743;307.3599959;49.99991608;0.525698602;0.521516621
4.74;209.9944804;319.8169934;307.3526276;49.99991608;0.525942743;0.521502435
4.76;209.9942962;319.8154505;307.3468976;49.99991608;0.526523292;0.521508634
4.78;209.994156;319.8144072;307.343157;49.99991608;0.525684416;0.521510184
4.8;209.9939484;319.8125282;307.337153;49.99991608;0.526062667;0.521498859
4.82;209.9938225;319.8114715;307.3334669;49.99991989;0.526572049;0.521506667
4.84;209.9937227;319.8106475;307.3311169;49.99991989;0.52582854;0.521506608
4.86;209.9934926;319.8084673;307.3246525;49.99991608;0.526048303;0.521495581
4.88;209.9934725;319.8083398;307.3228367;49.99990845;0.526951075;0.521508753
4.9;209.9939617;319.8129813;307.3358761;49.99991226;0.527639866;0.521538675
4.92;209.9946693;319.8191449;307.3571691;49.99992371;0.526965022;0.521555007
4.94;209.9952765;319.8236332;307.375246;49.99992371;0.526639819;0.521555126
4.96;209.9956998;319.8263561;307.3873548;49.99991989;0.526420653;0.521551549
4.98;209.9960021;319.8283189;307.395867;49.99991989;0.526340783;0.521550298
5;209.9962994;319.8302724;307.4037349;49.99991989;0.526688635;0.521551669
5.02;209.9966423;319.8326842;307.4128439;49.99991989;0.526591957;0.521555543
5.04;209.9970026;319.835415;307.4232992;49.99992752;0.526699066;0.521558702
5.06;209.9970103;319.8349727;307.4260713;49.99993515;0.524754703;0.52154845
5.08;209.9964144;319.8290808;307.4109273;49.99991989;0.52493012;0.52151078
5.1;209.9956022;319.8219836;307.3869795;49.99991226;0.525727689;0.521491587
5.12;209.9951146;319.8180963;307.3716247;49.99992752;0.526662409;0.521504819
5.14;209.9953477;319.8204871;307.3774911;49.99990845;0.526562572;0.521519363
5.16;209.9949217;319.8193999;307.3709423;49.99983978;0.525762379;0.521517873
5.18;209.9912954;319.7895478;307.2735858;49.99990082;0.512017787;0.521258414
5.2;209.9873816;319.754179;307.1541904;49.99997711;0.530297875;0.521273971
5.22;209.9876805;319.7592581;307.1560354;49.99993134;0.533672035;0.521491408
5.24;209.9904697;319.7864813;307.2395348;49.99992752;0.5287534;0.521603107
5.26;209.9922324;319.8003679;307.2942542;49.99993134;0.52471745;0.521567404
5.28;209.9922631;319.7981738;307.2961852;49.99991608;0.524187505;0.521496713
5.3;209.9915474;319.7909527;307.2747899;49.99991226;0.525348544;0.521460533
5.32;209.9910719;319.7870257;307.2591758;49.99990845;0.526712835;0.521464586
5.34;209.9913092;319.7900565;307.2641707;49.99990845;0.5280931;0.521499097
5.36;209.9921127;319.7976847;307.2863652;49.99991608;0.527404249;0.521533608
5.38;209.9929141;319.80437;307.3096903;49.99992371;0.526500344;0.521539867
5.4;209.9934632;319.808517;307.3255301;49.99991989;0.526462555;0.521535218
5.42;209.993837;319.8112367;307.3357824;49.99991608;0.52642107;0.521530628
5.44;209.9941441;319.8135997;307.3438283;49.99991608;0.526553512;0.52153033
5.46;209.9944824;319.8163323;307.3524191;49.99991608;0.526728272;0.521534741
5.48;209.9949013;319.8198139;307.3632764;49.99991989;0.526452661;0.521540523
5.5;209.9951802;319.822157;307.3724346;49.99993134;0.526710212;0.521542609
5.52;209.9949405;319.8196963;307.3678571;49.99992752;0.524537385;0.521508634
5.54;209.9942824;319.8138346;307.3489435;49.99991226;0.525623798;0.521486819
5.56;209.9936736;319.8090502;307.3301071;49.99991226;0.525991976;0.521479845
5.58;209.9933856;319.8073569;307.3210983;49.99991608;0.526520431;0.521495104
5.6;209.9933674;319.8078652;307.3206212;49.99991608;0.526491165;0.521505296
5.62;209.9932989;319.8075041;307.3187404;49.99991608;0.525718272;0.52150166
5.64;209.9930599;319.8055115;307.3117539;49.99991608;0.525985241;0.521488786
5.66;209.9929024;319.80443;307.3069507;49.99991608;0.526557446;0.521496058
5.68;209.9928074;319.8038802;307.3042224;49.99991608;0.525707066;0.521498144
5.7;209.9926269;319.8024106;307.2991564;49.99991608;0.526078403;0.521487057
5.72;209.9925374;319.8017118;307.2962545;49.99991608;0.52657944;0.521494925
5.74;209.992469;319.8013031;307.2947437;49.99991989;0.525842309;0.521495044
5.76;209.9922705;319.7995223;307.2892199;49.99991608;0.526067376;0.521484375
5.78;209.9922044;319.7989603;307.2861806;49.99990845;0.526448607;0.521493435
5.8;209.9925899;319.8027036;307.2958869;49.99990845;0.527633011;0.521518171
5.82;209.9932938;319.8089785;307.3161964;49.99991989;0.527166784;0.521540642
5.84;209.9939825;319.8143622;307.3365371;49.99992371;0.526767492;0.52154541
5.86;209.9944913;319.8179104;307.3512528;49.99991989;0.526449084;0.521542788
5.88;209.9948386;319.820224;307.3612682;49.99991989;0.526324689;0.521540523
5.9;209.9951544;319.8223224;307.3697877;49.99991989;0.526591778;0.521540344
5.92;209.9955012;319.8247979;307.3790368;49.99991989;0.526664495;0.521545529
5.94;209.9959025;319.8277527;307.3899811;49.99992371;0.526589334;0.52154839
5.96;209.9961732;319.8295617;307.3991335;49.99993134;0.526483953;0.521552742
5.98;209.9959377;319.8268359;307.3951019;49.99992752;0.524643242;0.521520734
6;209.995224;319.8201456;307.3750915;49.99991226;0.525093019;0.521492541
6.02;209.9945073;319.8140014;307.3531746;49.99991226;0.526041806;0.521482587
6.04;209.9941794;319.8117259;307.3431958;49.99991608;0.526824296;0.521501064
6.06;209.9941884;319.8123645;307.3440966;49.99991989;0.526567757;0.521515608
6.08;209.9941466;319.8120286;307.3435968;49.99991989;0.525572002;0.521513164
6.1;209.9938887;319.8096749;307.3365683;49.99991608;0.525968969;0.521498263
6.12;209.9936665;319.8076719;307.3301455;49.99992752;0.526539922;0.521504641
6.14;209.994011;319.8107341;307.3397362;49.99991226;0.525843501;0.521505058
6.16;209.9934139;319.8074125;307.3267156;49.99983597;0.526064575;0.521494806
6.18;209.9886215;319.7663612;307.1930736;49.99989319;0.506322086;0.521136463
6.2;209.9835141;319.7216921;307.0399351;49.99997711;0.533636689;0.521193981
6.22;209.9840785;319.7310997;307.0513812;49.99993515;0.535071373;0.521485329
6.24;209.9877708;319.7667892;307.1616392;49.99991989;0.52959168;0.521609366
6.26;209.9904687;319.7886253;307.2431286;49.99992752;0.526286483;0.521597624
6.28;209.9915636;319.795034;307.2753255;49.99992371;0.525061667;0.521542192
6.3;209.991807;319.7949769;307.2808917;49.99991608;0.525898755;0.521505773
6.32;209.991934;319.7952587;307.2825862;49.99991608;0.526517332;0.521501482
6.34;209.9922278;319.7976068;307.2896878;49.99991608;0.526824653;0.521510363
6.36;209.992674;319.8012707;307.3012926;49.99991989;0.526898503;0.521521091
6.38;209.9931697;319.8052989;307.3145492;49.99991989;0.526489079;0.521528184
6.4;209.9936202;319.8090673;307.3277889;49.99992371;0.526700258;0.521529257
6.42;209.9937093;319.8095233;307.3323521;49.99993134;0.524769604;0.521518528
6.44;209.9931899;319.8045733;307.3187897;49.99991989;0.525112748;0.521480083
6.46;209.9924688;319.7985314;307.2970296;49.99991226;0.525779963;0.521462917
6.48;209.9920911;319.7960019;307.2847923;49.99991608;0.526562989;0.521478534
6.5;209.9920687;319.7967033;307.2841218;49.99991608;0.52660495;0.521492422
6.52;209.9920498;319.7969935;307.2837226;49.99991608;0.52580297;0.521491528
6.54;209.9918603;319.7956077;307.2784989;49.99991608;0.526017547;0.521479666
6.56;209.9917301;319.7948321;307.2747415;49.99991608;0.526560605;0.52148664
6.58;209.9916892;319.7947817;307.2733245;49.99991608;0.525716782;0.521488547
6.6;209.9915989;319.79422;307.2707074;49.99991608;0.526415825;0.521482944
6.62;209.9914953;319.7935174;307.2676189;49.99991608;0.525901437;0.521484017
6.64;209.9914095;319.7929534;307.2650181;49.99991608;0.526467383;0.521481097
6.66;209.9913102;319.7922849;307.2622496;49.99991608;0.525938272;0.521483362
6.68;209.9912249;319.7916433;307.2593663;49.99991226;0.526329041;0.521481991
6.7;209.991421;319.7937569;307.2635045;49.99990463;0.527342319;0.521495402
6.72;209.9920582;319.7995274;307.2805656;49.99991608;0.527484357;0.521525443
6.74;209.9928332;319.8059572;307.3028136;49.99992371;0.526852906;0.521536767
6.76;209.9934678;319.8106776;307.3210313;49.99991989;0.52658999;0.521537602
6.78;209.9939095;319.813801;307.3337611;49.99991989;0.526306272;0.521535158
6.8;209.9942567;319.8161898;307.3433779;49.99991989;0.526555598;0.521532953
6.82;209.9946086;319.8187929;307.3527855;49.99991608;0.526731431;0.521536648
6.84;209.9950413;319.8220384;307.3643569;49.99991989;0.526632249;0.521541059
6.86;209.9953469;319.8241782;307.3743649;49.99993134;0.526739657;0.521544874
6.88;209.9951255;319.8215095;307.3705287;49.99992752;0.524423897;0.52151227
6.9;209.9944943;319.8154503;307.3526719;49.99991226;0.525655687;0.521489799
6.92;209.993976;319.8110471;307.3365117;49.99991226;0.526300073;0.521487772
6.94;209.9937644;319.8096996;307.3303891;49.99991989;0.526570916;0.521500945
6.96;209.9937098;319.8094533;307.3292846;49.99991989;0.526196122;0.521508336
6.98;209.9935651;319.8081465;307.3255052;49.99991608;0.525819778;0.521499753
